route_id,origin,vehicle_type,num_stops,total_weight_kg,max_weight_kg,total_volume_cbm,max_volume_cbm,weight_utilization_pct,volume_utilization_pct,distance_km,stop_sequence
156,Kiat Ananda Jakarta,CDD Long,23,4040.24,6000,17.9422,20.0,67.34,89.71,191.071,2968703901980788 → 5687103912698554 → 2968703901980788-R1 → 6361903917939054 → 4396803910446400 → 3339303910945264 → 4286703912699384 → 3358303910435656 → 7928503910430200 → 9708503917939768 → 7096903893821032A → 7096903893821032A-R1 → 7096903893821032B → 1021103897838135 → 5367303897837874 → 9149403888851378A → 149403888851378A → 9149403888851378A-R1 → 403888851378A-R1 → 2906603912698520 → 4253903897212167 → 9149403888851378B → 149403888851378B
157,Kiat Ananda Jakarta,CDD Long,11,3736.8,6000,17.8005,20.0,62.28,89.0,29.071,3539803897098071 → 9586803897076746A → 6611303900307642 → 9586803897076746A-R1 → 2572103909527757 → 8930603907536820 → 5166203909527312 → 7652203897100626 → 1249403907535103 → 1422203900785460 → 9586803897076746B
158,Kiat Ananda Jakarta,Fuso,69,5443.13,8000,23.1193,25.0,68.04,92.48,99.131,7523703895524022 → 5271103893786761 → 2714703897172394 → 6594903893769877 → 5556203901994344 → 6976603897215189 → 6261803888602118 → 2609203912699364 → 7523703895524022-R1 → 5978603896950468 → 9784403898788078 → 2714703897172394-R1 → 9551303897222252 → 5535903893733160 → 8167703902178943 → 4667103888602190 → 1389203901875220 → 9551303897222252-R1 → 2564603912698480 → 9153303901095016 → 5191903893614842 → 9019403900423564 → 6761303893649637 → 7371903898948213 → 2320503888602746 → 7727903912698448 → 7099103895600856 → 4731203884852646 → 7099103895600856-R1 → 5456303893845057 → 4158603893797650 → 6978303888602153 → 7265103912698164 → 5456303893845057-R1 → 6010203896303856 → 5042803901612452 → 4257003888601730 → 7146903898741826 → 4604503912698899 → 6401103897480344 → 8848003897186065 → 7647903893567179 → 3061203895934476 → 2982203888601696 → 5564403896930076 → 4950203912698057 → 2318203897178855 → 3061203895934476-R1 → 5039403917954468 → 8882403895068514A → 1402003893874972 → 3735103895070010 → 3903103893876784 → 6652503899203759 → 6580403895446248 → 4747403895445453 → 4587003888602638 → 8882403895068514A-R1 → 8724903912698331 → 3629403899212812 → 8882403895068514B → 3510803895089464 → 5225603898449042 → 7165703895367862 → 4698103888602713 → 6489003907124569 → 5225603898449042-R1 → 8041303907151132 → 5223503912698635
159,Kiat Ananda Jakarta,Tronton,17,7559.85,15000,29.9956,30.0,50.4,99.99,77.033,3205403895357778 → 4959603900369699 → 2251703900361439 → 3447003902287070 → 4257903916071462 → 4679803896740156 → 5195603897130636 → 8106503900865738 → 8435603900840372 → 5195603897130636-R1 → 5603897130636-R1 → 5926403895177796 → 8804803911091290 → 6573003911395849 → 5442203893464563 → 8295103895599735 → 5422203893935657
160,Kiat Ananda Jakarta,CDE,18,341.0,2000,2.7983,6.0,17.05,46.64,77.029,9007903910944106 → 1254103914570876 → 5192903905491358 → 6371603912698606 → 7936003913318595 → 9591803910950385 → 7444203917954518 → 2212903896935680 → 8552803912699193 → 1078303917682751 → 2138203912698068 → 1177903912697877 → 5442203893464563-R1 → 9571903898923813 → 7737503888601643 → 1071203894897509B → 1071203894897509A → 7861903912697546
161,Kiat Ananda Jakarta,Tronton,8,6725.05,15000,28.6,30.0,44.83,95.33,349.995,4696503900627140 → 8879403912697978 → 4718703917939612 → 9994603888642511 → 9595803902318907 → 3526103908858978 → 9994603888642511-R1 → 3332203912699048
162,Kiat Ananda Jakarta,CDE,8,1469.77,2000,5.6622,6.0,73.49,94.37,408.097,4402003894091752 → 3222103888602601 → 8178103895277253 → 4402003894091752-R1 → 2003894091752-R1 → 2732203894092621 → 8368203894092910 → 3702803917954482
163,Kiat Ananda Jakarta,CDD Long,28,3904.02,6000,16.2154,20.0,65.07,81.08,61.757,3931503897412432 → 3931503897412432-R1 → 2411603897050605 → 2049403897182214 → 2049403897182214-R1 → 1460803900594083 → 8318903900592391 → 7624903908832302 → 9812103909452607 → 5257203912699403 → 5069103900596936 → 9288803900666120-R1 → 9909203917940220 → 1144303897167954 → 7999403897199002 → 2016803897168216 → 9624903897172297 → 5731103897169056 → 5068903897168596 → 2016803897168216-R1 → 2666503896920112 → 2666503896920112-R1 → 7951003897354234 → 7951003897354234-R1 → 3942703897301639 → 3942703897301639-R1 → 1586803892544807 → 3714703888602444
164,Kiat Ananda Jakarta,CDD Long,16,3596.25,6000,15.3454,20.0,59.94,76.73,198.398,7164803897078665 → 8123703897066670A → 123703897066670A → 3044403897067595 → 9609703912699404 → 8123703897066670A-R1 → 7164803897078665-R1 → 8123703897066670B → 703897066670A-R1 → 123703897066670B → 5018903900371261 → 2682503895070039 → 5491403895073907 → 8511503912699270 → 2682503895070039-R1 → 2503895070039-R1
165,Kiat Ananda Jakarta,CDD,9,2280.52,4000,8.08,12.0,57.01,67.33,757.744,3555203899034634 → 5261303909921233 → 6078503901724391 → 1801003917742012 → 9949203907578328 → 6010403902374076 → 7537703912698858 → 8551403905938441 → 7636303917938828
166,Kiat Ananda Jakarta,CDE,11,1564.6,2000,5.1029,6.0,78.23,85.05,56.673,2154503895493425 → 6738303895480419 → 1159303902370654 → 7043103902367944 → 3851503919676659 → 6738303895480419-R1 → 8715203907077220 → 3992103895490608 → 2842103900709558 → 5460403900709318 → 8546403905457860
167,Kiat Ananda Jakarta,CDD Long,15,3151.92,6000,12.4147,20.0,52.53,62.07,359.692,2716403895765755A → 716403895765755A → 4432303888602074 → 2716403895765755A-R1 → 403895765755A-R1 → 2716403895765755B → 716403895765755B → 5808903895031346A → 808903895031346A → 8609303888601831 → 5808903895031346A-R1 → 903895031346A-R1 → 5808903895031346B → 808903895031346B → 3613903888602256
168,Kiat Ananda Jakarta,Tronton,10,8763.5,15000,29.9954,30.0,58.42,99.98,48.703,3805903900433806 → 2827703898939884 → 4255003902219296 → 5665903908940569 → 6661903899066255 → 6484803899035313 → 4018103909904247 → 8163503900641912 → 6741303894939869 → 3287603895649291
169,Kiat Ananda Jakarta,CDD Long,21,3151.34,6000,15.2088,20.0,52.52,76.04,49.188,7592103900416857 → 1671903900997973 → 3403403896776449 → 3573303902164005 → 3403403896776449-R1 → 7589003902234118 → 3958203904052414 → 4201903902226849 → 7661303912132964 → 8140003902234984 → 8269803898849373 → 5758203900635746 → 6999603900740084 → 8417303900642632 → 2057303902222126 → 1733103888601362 → 6741303894939869-R1 → 6823403897131030 → 6823403897131030-R1 → 1680703897090529 → 3287603895649291-R1
170,Kiat Ananda Jakarta,Tronton,5,7832.44,15000,29.9958,30.0,52.22,99.99,24.665,7926103902090447 → 1880703898552613 → 1277603898540632A → 1124303898885606A → 1073803900737142
171,Kiat Ananda Jakarta,Tronton,9,8430.06,15000,29.99,30.0,56.2,99.97,33.08,3024203898796921 → 6137303901969174 → 4864003902478572 → 8920303900791547 → TR-B321-25-12-16-R1A → 7551103888602079 → 9369003900314301 → 3631603893600843 → 1134503902206120
172,Kiat Ananda Jakarta,CDD Long,32,2383.31,6000,12.6518,20.0,39.72,63.26,33.08,9010403912772888 → 3024203898796921-R1 → 9950703912697870 → 1299203902163186 → 2582803914480853 → 1462003917939428 → 9801603900928716 → 5456603900628792 → 5927503912697752 → 9816403901375318 → 5276303902333088 → 5832103900929246 → 6000303917939128 → 7240603904616804 → 8311503912697601 → 1880703898552613-R1 → 1277603898540632A-R1 → 1277603898540632B → 7575803917940384 → TR-B321-25-12-16 → 8799503898891837 → 1124303898885606A-R1 → TR-B321-25-12-16-R1B → 1124303898885606B → 4934103912697570 → 9369003900314301-R1 → 1500203917940579 → 4064603888601671 → 3631603893600843-R1 → 7801503910683399 → 2501303912699234 → 8979503917939030
173,Kiat Ananda Jakarta,CDD,20,1832.06,4000,8.4907,12.0,45.8,70.76,83.233,2116603893721864 → 9902803896437015 → 8331703900673887 → 1637703893756489 → 2862703896943979 → 8293203888602313 → 3666003912697620 → 3395603893775325 → 8331703900673887-R1 → 6720503895139036 → 8767203888602237 → 7763103893760531 → 3419403888601618 → 9582203888596507 → 4067503895375485 → 6091303895375776 → 3670003894169794 → 3344303888601837 → 7829103893717269 → 9476903888602562
174,Kiat Ananda Jakarta,CDD Long,13,3727.05,6000,15.8956,20.0,62.12,79.48,24.956,4028303900784182 → 8438803900775394 → 5056303912697672 → 5020503917940571 → 5203103898941441 → 8057903888600986 → 6713503917939046 → 4122303898524714 → 2152903904343149 → 4007203888601081 → 6870003904219672 → 4122303898524714-R1 → 8919803917939626
175,Kiat Ananda Jakarta,CDD Long,32,3805.6,6000,15.1177,20.0,63.43,75.59,78.227,2276403897127690 → 4658303901534081 → 4711603897117343 → 5880203896352733A → 880203896352733A → 1750203888602412 → 5880203896352733A-R1 → 8492003902193431 → 203896352733A-R1 → 3305303912699149 → 5880203896352733B → 880203896352733B → 3905203885040352 → 6838003892532906 → 1408303892526399 → 6019103888602481 → 9711203892533383 → 8469403912699435 → 6838003892532906-R1 → 5360003893914262A → 2970203897158120 → 8948303888600699 → 4265403899087674 → 6499903912697856 → 5948003898505204 → 5088103898878575 → 3477903898935106 → 8456903898929438 → 2970203897158120-R1 → 5360003893914262B → 6061403893736042 → 9782803888602034
176,Kiat Ananda Jakarta,Tronton,9,7901.05,15000,29.9865,30.0,52.67,99.95,56.403,1603803902155807 → 3335703897074738 → 4549803893705109 → 6663803900571354 → 6063703896955549A → 7631303896970086A → 3131803893643622 → 1804503902201827 → 8050603897423423A
177,Kiat Ananda Jakarta,Tronton,13,6938.2,15000,29.9984,30.0,46.25,99.99,55.378,8168003898964934 → 5541303895660975 → 3401003897208296 → 3556103900662168 → 3127103902800510 → 3006003900590850 → 3554703902280651 → 3384803900313937A → 2059003902273521 → 8572003910661357 → 3817903900538975 → 1559603893352247 → 6365903902098850
178,Kiat Ananda Jakarta,CDD,31,637.68,4000,6.6079,12.0,15.94,55.07,56.53,3974003912699359 → 4133903917939558 → 9379803901084580 → 4680503912698022 → 4549803893705109-R1 → 1542103917939474 → 3076003917954516 → 2063603896955863 → 4550103912698966 → 3498503917940483 → 7299303900330970 → 5880803912119020 → 6063703896955549A-R1 → 8254903912698311 → 6063703896955549B → 9773703896977927 → 5576803908889894 → 7631303896970086B → 3384803900313937B → 2733303917939586 → 5355903912698676 → 8247503896996337 → 5293303897429847 → 2408703901087929 → 6104903912698116 → 1583703897424516 → 8918303897424938 → 4737003897491477 → 8291203897423885 → 8050603897423423B → 8585903917954423
179,Kiat Ananda Jakarta,CDD Long,32,3468.22,6000,13.1916,20.0,57.8,65.96,83.925,8403803895504726 → 1882303896363419 → 8518703896350924 → 2296903902279654 → 2065203902288281 → 8518703896350924-R1 → 8403803895504726-R1 → 6958603895774438 → 3803895504726-R1 → 4304403912698604 → 1253503889805047 → 8819203897283125 → 2229403899599957 → 8819203897283125-R1 → 1253503889805047-R1 → 6871103912699244 → 3503889805047-R1 → 9323103892281047 → 4800003902276906 → 9033203892348147 → 2040103893551202 → 1115803902282448 → 5789003897183661 → 6112803897184719 → 8107103897185087 → 9241203897183982 → 6793603888602000 → 3050803893556390 → 9119103893566819 → 2487703912699301 → 4725403894501746 → 6907803893567471
180,Kiat Ananda Jakarta,Tronton,21,7878.65,15000,30.0,30.0,52.52,100.0,74.326,6948303909824982 → 2483403905673387 → 7881303896718832 → 1733403900586159 → 6818503900578064 → 1400903900677636 → 2438203900671579 → 8171703896620774 → 8171703896620774-R1 → 1703896620774-R1 → 5956403893511157 → 6354703900206418 → 8751103900173163 → 2712003893581360 → 9790003902863134 → 4087103896933710 → 9499803902399564 → 3884803898741127 → 6992903883320229 → 1776403899099570 → 5761903893601773
181,Kiat Ananda Jakarta,CDD,44,1004.94,4000,7.0976,12.0,25.12,59.15,77.07,2149203912699259 → 6455903905715042 → 8363703909825844 → 4678303909842774 → 1201903909826410 → 2180003909825439 → 4829403911413174 → 3273903914707245 → 2912703909672309 → 6384603914709668 → 8309403912698162 → 7960303908860807 → 2156303902377766 → 1089003901858275 → 9766303902273597 → 1004303888600901 → 2191903902256941 → 4425603896622504 → 1302203902345037 → 2618303900691122 → 7528803900689481 → 2532403912697984 → 2493903900255704 → 5886503912699121 → 5956403893511157-R1 → 6403893511157-R1 → 1193103892347347 → 5852903896896861 → 9064403886388522 → 1732503898734918 → 6502703902780249 → 4789503888600865 → 1237903896921914 → 3800103912697576 → 9694503902195720 → 5708703898735833 → 1823603902536759 → 4132803902536438 → 5852903896896861-R1 → 8610403912697908 → 3421403917954416 → 8711503912698627 → 9333703896938246 → TR-KIOSK-TGR-251210
182,Kiat Ananda Jakarta,CDD,9,1519.34,4000,6.2446,12.0,37.98,52.04,88.671,7743303893730096 → 6241203893727918 → 7372303912697601 → 7743303893730096-R1 → 6241203893727918-R1 → 3290103900426702 → 5780703900425455 → 9142203900427287 → 6075003917940216
183,Kiat Ananda Jakarta,Pickup,6,393.48,1500,1.6848,2.0,26.23,84.24,242.901,6063803893287452A → 3288103893443338 → 9309203895444571 → 5068703888602104 → 7528003893756396 → 6063803893287452B
184,Kiat Ananda Jakarta,CDD,9,3121.87,4000,11.1486,12.0,78.05,92.91,362.471,8393503894332584 → 8712203893626093A → 712203893626093A → 4451003888602794 → 8393503894332584-R1 → 3503894332584-R1 → 8712203893626093B → 712203893626093B → 5862503917954460
185,Kiat Ananda Jakarta,CDD,11,2121.28,4000,8.44,12.0,53.03,70.33,199.607,4949603902218876 → 8791903902237393 → 1974803902266812 → 1586603912698491 → 5073503902242540 → 4949603902218876-R1 → 1701703917940584 → 6085603900419229 → 8239803901050743 → 1702703912698152 → 4060203917938968
186,Kiat Ananda Jakarta,CDD Long,11,2674.4,6000,12.6448,20.0,44.57,63.22,49.296,2035303897144612 → 1887703897144550 → 3515303902201949 → 9918003902204335 → 6609203916482758 → 1317303900020791 → 7268503900045184 → 1348503902125541 → 4904903900035051 → 6961703900041762 → 6276003900021288
187,Kiat Ananda Jakarta,CDD,11,2521.52,4000,9.8885,12.0,63.04,82.4,52.57,8326203900258396 → 2084903892237521 → 6123103900252337 → 3097903898894391 → 6901203900248747 → 2084903892237521-R1 → 9427403900261065 → 9207703902344693 → 2788103902384401 → 3135203902397076 → 4615003917954440
188,Kiat Ananda Jakarta,Pickup,1,0.01,1500,0.01,2.0,0.0,0.5,783.005,4049203917939838
189,Kiat Ananda Jakarta,Tronton,12,7396.3,15000,29.9961,30.0,49.31,99.99,62.386,6051303883730712 → 3271103901954061 → 2758203895184532 → 2288103907314372 → 7459903888601592 → 6263103895353233 → 2872503893544254 → 9006003900607683 → 4816303893569738-R1 → 7664003900586308A → 3489903899346977 → 7179103901107458
190,Kiat Ananda Jakarta,Fuso,31,5057.26,8000,21.7794,25.0,63.22,87.12,61.162,6051303883730712-R1 → 3719003912699316 → 8636103902027929 → 3318903902027677 → 6687503917940524 → 4437903917954452 → 2758203895184532-R1 → 3110903917830043 → 1017603917830686 → 8761403896864241 → 2162103896824083 → 8036003901763390 → 3089303900193942 → 4816303893569738 → 4709403893577165 → 9778503894009853 → 3024703912699319 → 8502103899005026 → 8896203917939958 → 2390603888602703 → 3489903899346977-R1 → 8893903900304209 → 9643603912698880 → 4855903900306179 → 7664003900586308B → 6103803917939332 → 7616603893591210 → 7377203900219264 → 7616603893591210-R1 → 7727203912697525 → 4352403917939878
191,Kiat Ananda Jakarta,Fuso,14,5416.06,8000,20.1,25.0,67.7,80.4,891.025,2646403899484467 → 3463603904642706 → 6551403900966666 → 5500403912697533 → 8912903917940352 → 6193603905350347 → 3292403895163629 → 9121003912697789 → 5666103917939592 → 8090903900598281 → 1029803912697777 → 4205103909657280 → 3638103902145325 → 7189703917939914
192,Kiat Ananda Jakarta,CDD,23,2227.6,4000,9.3687,12.0,55.69,78.07,60.136,1898503897095509 → 1572603888600937 → 6680303897144656 → 6164903888601999 → 6680303897144656-R1 → 8524703898449551A → 6058303898466364 → 8524703898449551A-R1 → 8524703898449551B → 4280903895527015 → 4280903895527015-R1 → 8689303895412842 → 8689303895412842-R1 → 4502803893738518 → 4695603893757251 → 7353103896934818 → 4502803893738518-R1 → 1874503893944892 → 6687303888602786 → 9316403893421512 → 5219403893430839 → 1679703888601006 → 3255403912697782
193,Kiat Ananda Jakarta,CDD,3,1634.82,4000,6.26,12.0,40.87,52.17,778.788,9252103902240602 → 3459703912698796 → 3382703917938872
194,Kiat Ananda Jakarta,CDD,7,1524.52,4000,6.88,12.0,38.11,57.33,852.648,6116103897260077 → 5754703900809906 → 5791603917837357 → 7428403907687153 → 9537603912697512 → 3901003902441126 → 5791603917940592
195,Kiat Ananda Jakarta,CDE,10,678.27,2000,2.6215,6.0,33.91,43.69,122.245,9208703900706619 → 5005803888602004 → 2108003912698651 → 2583903893732498 → 6889303888602189 → 6766703917954520 → 4460903888863398 → 8670703888602845 → 3552003889232799 → 4656203894036154
196,Kiat Ananda Jakarta,CDD Long,12,4423.08,6000,17.3295,20.0,73.72,86.65,20.853,8826703898720036 → 4735403902331189 → 5757103888602052 → 7242703912768353 → 3046503912697609 → 8826703898720036-R1 → 1586803917940350 → 6629603893527761 → 9849903900708521 → 4566603888600675 → 1199203900709552 → 4295603917939270
197,Kiat Ananda Jakarta,CDE,4,532.82,2000,2.34,6.0,26.64,39.0,815.242,3045403901045826 → 9490903901980260 → 5049503912699166 → 5737103917940530
198,Kiat Ananda Jakarta,Tronton,10,7648.98,15000,29.9971,30.0,50.99,99.99,62.214,4749703897455153 → 6989003895800835 → 6989003895800835-R1 → 2185903897210492 → 2968403902073074 → 8566403902056635 → 6035703902080920 → 6570203893683562 → 1362603900343641 → 5976703902002169
199,Kiat Ananda Jakarta,CDE,12,1064.34,2000,4.8664,6.0,53.22,81.11,61.191,5337903896856487 → 2210103888601150 → 5050003898896953 → 5337903896856487-R1 → 9322203898846525 → 3952303902576415 → 4595103888601800 → 4906703906369849 → 9609503917954411 → 4371103893673277 → 5643903888602357 → 2497103900347595
200,Kiat Ananda Jakarta,Fuso,18,6398.17,8000,24.9293,25.0,79.98,99.72,40.498,5003203895335450 → 3342203917865941 → 7319103893709881 → 7319103893709881-R1 → 1167303893419832 → 7177303917954442 → 8279103888534457 → 8522503888601587 → 4560603892185055 → 2528103890421920 → 2416603888601433 → 2528103890421920-R1 → 8843903895567927 → 9392803890461609 → 3490803884866090 → 7071103888602115 → 3490803884866090-R1 → 1560303912699308
201,Kiat Ananda Jakarta,Fuso,22,4971.19,8000,21.71,25.0,62.14,86.84,196.62,5174003889689553 → 6646803894283372 → 2299803898122532 → 5745103901405982 → 6748503907462562 → 5325403899033110 → 6498003892131206 → 4258303908082773 → 5550003907669280 → 7727903898929769 → 9773503892475158 → 9842503894998973 → 3816003908439822 → 4245603900978998 → 4064803889691965 → 1025403912698905 → 8965503900259963 → 9773503892475158-R1 → 3503892475158-R1 → 2724703917954428 → 9272003900680984 → 7095403912697516
202,Kiat Ananda Jakarta,Tronton,7,9120.0,15000,30.0,30.0,60.8,100.0,38.062,1948803902489085 → 9832803897273565 → 2875303917558231 → 8233303895278369 → 3095203918085298 → 3248303895402575 → 3522703895069048
203,Kiat Ananda Jakarta,Fuso,20,5238.08,8000,20.8356,25.0,65.48,83.34,38.107,7466103905727931 → 2020903917723263 → 7466103905727931-R1 → 6526803896945671 → 1639103897297794 → 1528103897286536 → 5373703896924241 → 1411103897274795 → 9816903912135392 → 4142603917954439 → 2242203897207088 → 1088303893417702 → 1088303893417702-R1 → 4790303912523973 → 3134503895395720 → TR-KIOSK-BKS-251220 → TR-KIOSK-BKS-251213 → 3129003895062744 → 7374303895083873 → 2692003917954470
204,Kiat Ananda Jakarta,Tronton,50,7085.91,15000,29.9495,30.0,47.24,99.83,83.335,8764403896890131 → 4604003896915027 → 2924903912698253 → 8764403896890131-R1 → 5275903895141262 → 5513303893746292 → 2551403900176451 → 3936503900632237 → 9435003888602563 → 3855103902458545 → 3936503900632237-R1 → 6381003912699398 → 5902203900204157 → 7497703895376965 → 3202803895692762 → 4807403895689991 → 6888903894056597 → 7630603895715684 → 8135903899147986 → 3952103912470798 → 2193403901065384 → 8287203896940669 → 2162403901958451 → 6878803902793292 → 3144903902397843 → 7659303897062257 → 1067803897138120 → 6954503901952996 → 7882503897883173 → 5752503888601597 → 9755303888602330 → 5923303912698014 → 2393903912698920 → 1210603902173894 → 6650903899405930 → 7875003902921188 → 6292703902173607 → 1067803897138120-R1 → 5229803900744679 → 9083603890478746 → 5963603900752567 → 3703603888602412 → 6693503890757226 → 9478903903764579 → 4396003907073739 → 8085303912698202 → 2748303907167561 → 6137903893585206 → 2842903888601859 → 6673403917954447
205,Kiat Ananda Jakarta,Pickup,1,0.01,1500,0.13,2.0,0.0,6.5,72.625,5525903917954411
206,Kiat Ananda Jakarta,CDD,5,1883.27,4000,7.4759,12.0,47.08,62.3,112.918,9347703890958453 → 8093403888600560 → 9347703890958453-R1 → 4268303912699308 → 3495803917939552
207,Kiat Ananda Jakarta,Tronton,8,7018.5,15000,29.9981,30.0,46.79,99.99,43.24,9245103900945997 → 2970603901049992 → 9338003901111963 → 3323403901053253 → 2550803900548529 → 6462103900511227 → 4365003898480257 → 1201803900729427
208,Kiat Ananda Jakarta,Fuso,27,4486.24,8000,21.742,25.0,56.08,86.97,43.241,5780603912697497 → 9245103900945997-R1 → 1263003917940642 → 2145503899040066 → 5253503899027794 → 9945803901582720 → 3563103912768356 → 4311603912697896 → 2145503899040066-R1 → 9366803917940326 → 9866803912698027 → 7487103917938886 → 4430403895245247 → 7892103900440104 → 7484703897226937 → 8111803897309193 → 6816403897276427 → 5973303897266972 → 7484703897226937-R1 → 6219103912698658 → 6481103897232482 → 2970203917940388 → 8395703900644481 → 7552803900788924 → 1693403912699339 → 1201803900729427-R1 → 4093303917940468
209,Kiat Ananda Jakarta,CDE,15,855.02,2000,4.0527,6.0,42.75,67.54,104.135,4282103898509649 → 9031403896990686 → 7381103898572612 → 3285703898570980 → 5832603912698943 → 2813903895765302 → 9407503898950230 → 1980203895779993 → 6493303899397872 → 9803403901056691 → 5791003888602027 → 7329203912699341 → 5135103902149027 → 2813903895765302-R1 → 8025703893815733
210,Kiat Ananda Jakarta,CDE,16,1337.76,2000,3.394,6.0,66.89,56.57,111.898,7504503886375984 → 6086003894313042 → 6013703895249135 → 7701803912699241 → 7504503886375984-R1 → 1490103898671885 → 8612303888601355 → 6774603912699047 → 1490103898671885-R1 → 2967403917939882 → 9303603895866999 → 6984603890775290 → 7491103901075336 → 9969003888601358 → 6486003912698824 → 9303603895866999-R1
211,Kiat Ananda Jakarta,Fuso,14,5522.2,8000,22.5223,25.0,69.03,90.09,29.244,7793003888525429 → 5581003888518026 → 5581003888518026-R1 → 7574203900584307 → 1108903900576744 → 4758803919252885 → 7611603917904575 → 2529403917905128 → 9993503905795768 → 2215603902386476 → 2871103902288502 → 6910503902292076 → 3128903902396575 → 4584903902397395
212,Kiat Ananda Jakarta,CDD,6,2688.63,4000,11.0343,12.0,67.22,91.95,58.838,9785403895177686 → 2850603896594989 → 1215703900444269 → 9785403895177686-R1 → 9204203912699136 → 7780603917939860
213,Kiat Ananda Jakarta,CDD,13,2458.5,4000,8.5772,12.0,61.46,71.48,47.085,3489203897078103 → 1803903897043362 → 2151003900626788 → 4658803900250317 → 1628803902866927 → 1731503918218678 → 3951403902859785 → 2242303901018402 → 2482603897246309 → 9331603897254013 → 4557703914367838 → 7581303902326209 → 2482603897246309-R1
214,Kiat Ananda Jakarta,CDD,10,2069.5,4000,6.6658,12.0,51.74,55.55,341.45,7922903895049259 → 1515003888602222 → 7922903895049259-R1 → 2903895049259-R1 → 2263403917954408 → 2778603892578448 → 7916703884678313 → 6797603888602394 → 7916703884678313-R1 → 6703884678313-R1
215,Kiat Ananda Jakarta,CDD,11,1447.23,4000,6.1303,12.0,36.18,51.09,48.475,5910903896931112 → 6458803896958090 → 2486303915994499 → 3972603905889683 → 8365403896944327 → 6308703896976563 → 1589403912697620 → 2263003902562874 → 6482203902563441 → 8836903902563215 → 3515903917938844
216,Kiat Ananda Jakarta,CDD Long,37,3126.56,6000,13.8605,20.0,52.11,69.3,93.171,3991003898421620 → 2316603894380843 → 4962203902642993 → 1180403888602477 → 8971603912697872 → 3991003898421620-R1 → 3301703893729586 → 8971503898605338 → 3818303888602784 → 2060303895244066 → 7119403895399360 → 8971503898605338-R1 → 6168803912699156 → 7280803898480567 → 6923103902749783 → 7658703888601845 → 7280803898480567-R1 → 4131003912699439 → 8410403893530441 → 6664903902951296 → 2485803888602764 → 3055803912697556 → 4669003897189477 → 7656503895033949 → 2623003888602242 → 4669003897189477-R1 → 1693203912698319 → 3958803895448052 → 2865503895742179 → 9143003895485688 → 5174403899260278 → 4080003888602674 → 1253403902374298 → 4895303912698434 → 2865503895742179-R1 → TR-KIOSK-TGR-251212 → TR-KIOSK-TGR-251212.
217,Kiat Ananda Jakarta,Tronton,7,7500.6,15000,29.9916,30.0,50.0,99.97,53.006,6385403893133629 → 3857603896900852 → 8543903895587331 → 6445403895591791 → 7423803900971995 → 2149703895583052-R1 → 9704403902356075
218,Kiat Ananda Jakarta,CDD Long,22,3920.31,6000,18.2633,20.0,65.34,91.32,53.006,1157203888601948 → 6385403893133629-R1 → 3690603912698718 → 5219103917939516 → 3678903896892080 → 8080603896905932 → 6326403912697798 → 1578303917939134 → 9490503899802291 → 6965003902172158 → 3363403898897367 → 4564203912698922 → 1986103904515134 → 1774003899802900 → 9490503899802291-R1 → 5312103899803484 → 3363403898897367-R1 → 3638003899847923 → 2185003917939606 → 1817103895425968 → 3230703902370207 → 3025503888601815
219,Kiat Ananda Jakarta,CDD,23,1915.78,4000,9.2882,12.0,47.89,77.4,51.069,6320303886964671 → 3146903888600379 → 8063303895170663 → 8063303895170663-R1 → 1092303895353367 → 8260003897185000 → 1092303895353367-R1 → 2545003917939592 → 1769303917938821 → 5996503917940638 → 5132203917939002 → 7894603917939544 → 7650903917940528 → 1081803897144519 → 1081803897144519-R1 → 5759603895245766 → 1862103897208620 → 3727503917939374 → 4998903917940452 → 6646503917954453 → 9083203917939022 → 3358703897181100 → 8903503897214078
220,Kiat Ananda Jakarta,Tronton,27,6779.92,15000,26.4717,30.0,45.2,88.24,23.441,8223003895499375 → 2192703896982279 → 2474203912699159 → 8223003895499375-R1 → 8989103917939242 → 1677003896949253 → 9665003901632858 → 1318003888601895 → 1677003896949253-R1 → 4128003897471543 → 7937103917939934 → 6117903894883716 → 4775303888600760 → 5444303898693584 → 2304703917938898 → 1353503898934147 → 3555103902184929 → 4447303898940341 → 5007703900889866 → 7702603900954067 → 7022003900892823 → 3384503900956697 → 1353503898934147-R1 → 8301503900891748 → 1946303912699202 → 7532503900890228 → 6027803917940454
221,Kiat Ananda Jakarta,CDD,6,1918.9,4000,6.924,12.0,47.97,57.7,52.282,2736503897950376 → 6045803897894739 → 6742103899587500 → 2730403899586350 → 8628803900605091 → 6045803897894739-R1
222,Kiat Ananda Jakarta,CDD,19,2285.8,4000,9.9425,12.0,57.15,82.85,66.28,8173403893622080 → 9825003900687354 → 9521403895274673 → 9521403895274673-R1 → 4925603912697966 → 2096703917938844 → 6479003902221430 → 7824203898613304 → 6320103888602725 → 8744003912698773 → 4224003917939416 → 7302803893669057 → 1997103888601174 → 7921503894087342 → 5294803888600889 → 1181003900395091 → 8992403895111640 → 8770003888602038 → 8503403895356982
223,Kiat Ananda Jakarta,Tronton,8,8458.98,15000,29.9971,30.0,56.39,99.99,35.937,5759703902089386 → 7314803910740100 → 3891203893432572-R1 → 5414303895530819 → 1764503897213695 → 9998703897214643 → 5737203888600711 → 2233203893869652-R1
